# Las Cruces (Up to date)
# 1785 data points written for 54 variables.
# Simulation warnings:
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (61.3 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
188.54,4527.9,-29.139,0.040479,29.163,0.15997,2669.3,5.0498,2669.3,0.10839,4.4282,0.15476,33,-106.97,9.7774,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.089382,3933375,0,236.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036224,NaN,NaN,NaN,NaN,4.8211,-8.3002,497.56,326.27,0.5,0.79022
189.04,4513.4,-29.119,0.03938,29.139,0.080146,2667.1,5.0492,2667.1,0.10847,4.3933,0.069804,33,-106.97,9.7775,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.089287,3934071,0,236.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003622,NaN,NaN,NaN,NaN,4.2316,-8.1613,498.52,326.35,0.5,0.79027
189.54,4498.8,-29.099,0.03945,29.119,0.045492,2664.9,5.0487,2664.9,0.10855,4.4047,0.022655,33,-106.97,9.7775,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.089202,3935170,0,236.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036187,NaN,NaN,NaN,NaN,4.4711,-8.0225,499.47,326.44,0.5,0.79033
190.04,4484.3,-29.079,0.039726,29.1,0.060297,2662.7,5.0482,2662.7,0.10863,4.4273,0.045361,33,-106.97,9.7775,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.08912,3936359,0,236.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036166,NaN,NaN,NaN,NaN,4.5497,-7.8837,500.42,326.52,0.5,0.79039
190.54,4469.7,-29.059,0.040531,29.082,0.14102,2660.5,5.0477,2660.5,0.10871,4.3598,0.13507,33,-106.97,9.7776,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.089043,3937782,0,236.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036148,NaN,NaN,NaN,NaN,4.0378,-7.7451,501.37,326.61,0.5,0.79049
191.04,4455.2,-29.039,0.039633,29.06,0.079771,2658.3,5.0472,2658.3,0.10878,4.3944,0.069229,33,-106.97,9.7776,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.088952,3938584,0,236.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036107,NaN,NaN,NaN,NaN,4.5752,-7.6065,502.32,326.69,0.5,0.79057
191.54,4440.7,-29.02,0.039341,29.039,0.039452,2656.1,5.0466,2656.1,0.10886,4.3929,0.002956,33,-106.97,9.7777,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.088867,3939567,0,236.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036092,NaN,NaN,NaN,NaN,4.3962,-7.4681,503.27,326.77,0.5,0.79066
192.04,4426.2,-28.997,0.045402,29.037,0.35113,2654,5.0461,2654,0.10894,4.2188,0.34818,33,-106.97,9.7777,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.088838,3943087,0,236.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036068,NaN,NaN,NaN,NaN,3.3748,-7.3297,504.22,326.86,0.5,0.79073
192.54,4411.7,-28.978,0.038024,28.999,0.13159,2651.9,5.0456,2651.9,0.10901,4.1559,0.12598,33,-106.97,9.7778,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.088698,3941635,0,236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035996,NaN,NaN,NaN,NaN,3.8571,-7.1915,505.16,326.94,0.5,0.79079
193.04,4397.2,-28.959,0.037655,28.978,0.044461,2649.8,5.0451,2649.8,0.10909,4.1677,0.023639,33,-106.97,9.7778,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.088611,3942495,0,235.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035957,NaN,NaN,NaN,NaN,4.2361,-7.0533,506.11,327.02,0.5,0.79085
193.54,4382.7,-28.94,0.038213,28.959,0.069724,2647.7,5.0446,2647.7,0.10916,4.1385,0.058319,33,-106.97,9.7779,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.088532,3943702,0,235.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035938,NaN,NaN,NaN,NaN,4.0061,-6.9152,507.06,327.11,0.5,0.79092
194.04,4368.3,-28.921,0.038393,28.94,0.061106,2645.6,5.0441,2645.6,0.10924,4.1623,0.047539,33,-106.97,9.7779,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.08845,3944801,0,236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035908,NaN,NaN,NaN,NaN,4.2891,-6.7773,508,327.19,0.5,0.79097
194.54,4353.8,-28.901,0.039308,28.923,0.13875,2643.5,5.0436,2643.5,0.10931,4.2288,0.13306,33,-106.97,9.7779,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.088377,3946208,0,236.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003589,NaN,NaN,NaN,NaN,4.5647,-6.6394,508.95,327.28,0.5,0.79103
195.04,4339.4,-28.88,0.041185,28.91,0.24611,2641.4,5.0431,2641.4,0.10939,4.3501,0.24264,33,-106.97,9.778,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.088313,3948067,0,236.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035883,NaN,NaN,NaN,NaN,4.9534,-6.5016,509.89,327.36,0.5,0.79109
195.54,4324.9,-28.862,0.037719,28.882,0.10784,2639.2,5.0426,2639.2,0.10947,4.4006,0.10102,33,-106.97,9.778,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.088205,3947907,0,235.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035889,NaN,NaN,NaN,NaN,4.6578,-6.3639,510.84,327.44,0.5,0.79114
196.04,4310.5,-28.843,0.037569,28.862,0.079281,2637,5.0421,2637,0.10955,4.3657,0.069814,33,-106.97,9.7781,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.088122,3948850,0,235.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003588,NaN,NaN,NaN,NaN,4.2057,-6.2263,511.78,327.53,0.5,0.7912
196.54,4296.1,-28.82,0.044773,28.864,0.3838,2634.9,5.0416,2634.9,0.10963,4.1752,0.38118,33,-106.97,9.7781,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.088105,3952750,0,236.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035848,NaN,NaN,NaN,NaN,3.2568,-6.0888,512.72,327.61,0.5,0.79125
197.04,4281.7,-28.802,0.036381,28.824,0.16142,2632.8,5.0411,2632.8,0.1097,4.0965,0.15727,33,-106.97,9.7782,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.08796,3950879,0,235.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035773,NaN,NaN,NaN,NaN,3.7236,-5.9514,513.66,327.69,0.5,0.79131
197.54,4267.3,-28.782,0.039893,28.815,0.29482,2630.8,5.0406,2630.8,0.10978,3.9505,0.29211,33,-106.97,9.7782,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.08791,3953223,0,236.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035731,NaN,NaN,NaN,NaN,3.2499,-5.814,514.6,327.78,0.5,0.79137
198.04,4252.9,-28.765,0.034907,28.782,0.040079,2628.8,5.0401,2628.8,0.10985,3.9603,0.019692,33,-106.97,9.7783,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.087789,3952392,0,235.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035672,NaN,NaN,NaN,NaN,4.0185,-5.6768,515.55,327.86,0.5,0.79143
198.54,4238.5,-28.747,0.035831,28.765,0.050792,2626.8,5.0396,2626.9,0.10992,3.9423,0.035999,33,-106.97,9.7783,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.087714,3953596,0,235.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035653,NaN,NaN,NaN,NaN,3.8651,-5.5397,516.49,327.94,0.5,0.79148
199.04,4224.2,-28.727,0.038893,28.754,0.22506,2624.8,5.0391,2624.9,0.10999,4.0531,0.22167,33,-106.97,9.7783,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.087659,3955729,0,236.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035628,NaN,NaN,NaN,NaN,4.6017,-5.4026,517.42,328.02,0.5,0.79154
199.54,4209.8,-28.708,0.039259,28.738,0.26126,2622.8,5.0386,2622.8,0.11007,4.1823,0.2583,33,-106.97,9.7784,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.087586,3956983,0,236.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035631,NaN,NaN,NaN,NaN,4.8193,-5.2657,518.36,328.11,0.5,0.79159
200.04,4195.4,-28.689,0.038361,28.717,0.25415,2620.7,5.0382,2620.7,0.11015,4.3079,0.25124,33,-106.97,9.7784,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.087502,3957757,0,236.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035639,NaN,NaN,NaN,NaN,4.9273,-5.1288,519.3,328.19,0.5,0.79165
200.54,4181.1,-28.67,0.037357,28.697,0.23199,2618.5,5.0377,2618.5,0.11023,4.4224,0.22896,33,-106.97,9.7785,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.087417,3958429,0,236.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035647,NaN,NaN,NaN,NaN,4.9874,-4.992,520.24,328.27,0.5,0.7917
201.04,4166.8,-28.651,0.03791,28.68,0.26004,2616.2,5.0372,2616.2,0.11031,4.551,0.25726,33,-106.97,9.7785,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.087344,3959665,0,236.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035655,NaN,NaN,NaN,NaN,5.184,-4.8553,521.18,328.36,0.5,0.79176
201.54,4152.5,-28.634,0.034511,28.652,0.10365,2614,5.0367,2614,0.1104,4.5021,0.097737,33,-106.97,9.7786,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.087238,3959347,0,235.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035666,NaN,NaN,NaN,NaN,4.2759,-4.7187,522.11,328.44,0.5,0.79182
202.04,4138.1,-28.616,0.03545,28.636,0.1245,2611.7,5.0362,2611.7,0.11048,4.4425,0.11934,33,-106.97,9.7786,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.087165,3960556,0,235.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035632,NaN,NaN,NaN,NaN,4.1641,-4.5822,523.05,328.52,0.5,0.79187
202.54,4123.8,-28.598,0.035132,28.616,0.039812,2609.5,5.0357,2609.5,0.11057,4.4518,0.018728,33,-106.97,9.7787,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.087084,3961327,0,235.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035595,NaN,NaN,NaN,NaN,4.5073,-4.4458,523.98,328.6,0.5,0.79194
203.04,4109.5,-28.58,0.036144,28.6,0.11968,2607.3,5.0352,2607.3,0.11065,4.3948,0.11409,33,-106.97,9.7787,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.087014,3962613,0,235.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035576,NaN,NaN,NaN,NaN,4.1296,-4.3094,524.92,328.69,0.5,0.792
203.54,4095.3,-28.562,0.03757,28.586,0.20679,2605.1,5.0347,2605.1,0.11073,4.2931,0.20334,33,-106.97,9.7787,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.086949,3964143,0,236.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003554,NaN,NaN,NaN,NaN,3.8129,-4.1732,525.85,328.77,0.5,0.79205
204.04,4081,-28.544,0.035997,28.564,0.12493,2603,5.0342,2603,0.11081,4.3529,0.11964,33,-106.97,9.7788,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.086859,3964566,0,235.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035491,NaN,NaN,NaN,NaN,4.6515,-4.037,526.8,328.85,0.5,0.79211
204.54,4066.7,-28.524,0.038963,28.552,0.24668,2600.8,5.0337,2600.8,0.11089,4.2312,0.24358,33,-106.97,9.7788,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.086802,3966709,0,236.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035484,NaN,NaN,NaN,NaN,3.6549,-3.9009,527.77,328.93,0.5,0.79216
205.04,4052.5,-28.506,0.035971,28.525,0.079335,2598.7,5.0332,2598.7,0.11097,4.1958,0.070712,33,-106.97,9.7789,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.086697,3966664,0,235.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003543,NaN,NaN,NaN,NaN,4.0358,-3.7649,528.75,329.02,0.5,0.79222
205.54,4038.2,-28.488,0.036448,28.506,0.037524,2596.6,5.0327,2596.6,0.11105,4.1913,0.0089235,33,-106.97,9.7789,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.086619,3967811,0,235.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035399,NaN,NaN,NaN,NaN,4.18,-3.629,529.72,329.1,0.5,0.79227
206.04,4024,-28.469,0.03814,28.491,0.15454,2594.5,5.0322,2594.5,0.11113,4.2662,0.14976,33,-106.97,9.779,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.086552,3969486,0,236.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035376,NaN,NaN,NaN,NaN,4.6361,-3.4932,530.7,329.18,0.5,0.79233
206.54,4009.7,-28.45,0.037049,28.47,0.073523,2592.4,5.0317,2592.4,0.11121,4.298,0.063506,33,-106.97,9.779,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.086464,3970152,0,235.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035372,NaN,NaN,NaN,NaN,4.4605,-3.3575,531.67,329.26,0.5,0.79238
207.04,3995.5,-28.432,0.03706,28.45,0.044321,2590.2,5.0312,2590.2,0.11129,4.3101,0.024308,33,-106.97,9.779,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.086385,3971194,0,235.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035358,NaN,NaN,NaN,NaN,4.3785,-3.2218,532.65,329.35,0.5,0.79244
207.54,3981.3,-28.412,0.039149,28.438,0.20451,2588.1,5.0307,2588.1,0.11137,4.2098,0.20073,33,-106.97,9.7791,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.086324,3973082,0,236.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035339,NaN,NaN,NaN,NaN,3.7389,-3.0863,533.62,329.43,0.5,0.7925
208.04,3967.1,-28.393,0.038176,28.417,0.18029,2586,5.0302,2586,0.11145,4.2979,0.1762,33,-106.97,9.7791,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.08624,3973886,0,236.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035289,NaN,NaN,NaN,NaN,4.7298,-2.9508,534.59,329.51,0.5,0.79255
208.54,3952.9,-28.374,0.037813,28.398,0.17811,2583.8,5.0297,2583.8,0.11153,4.3849,0.17405,33,-106.97,9.7792,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.08616,3974864,0,236.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035289,NaN,NaN,NaN,NaN,4.8113,-2.8154,535.56,329.59,0.5,0.79261
209.04,3938.7,-28.356,0.036087,28.375,0.064092,2581.6,5.0292,2581.6,0.11162,4.3584,0.052967,33,-106.97,9.7792,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.086068,3975268,0,235.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035289,NaN,NaN,NaN,NaN,4.2418,-2.6802,536.53,329.67,0.5,0.79266
209.54,3924.6,-28.337,0.038248,28.362,0.19818,2579.4,5.0287,2579.4,0.1117,4.4556,0.19445,33,-106.97,9.7793,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.086009,3977134,0,236.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003526,NaN,NaN,NaN,NaN,4.9301,-2.545,537.5,329.76,0.5,0.79273
210.04,3910.4,-28.319,0.0361,28.338,0.085582,2577.2,5.0282,2577.2,0.11179,4.4944,0.077596,33,-106.97,9.7793,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.085915,3977404,0,235.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035263,NaN,NaN,NaN,NaN,4.6897,-2.4099,538.47,329.84,0.5,0.79279
210.54,3896.2,-28.3,0.037406,28.323,0.16882,2574.9,5.0277,2574.9,0.11188,4.5767,0.16463,33,-106.97,9.7793,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.085848,3978929,0,236.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035252,NaN,NaN,NaN,NaN,4.9794,-2.2748,539.44,329.92,0.5,0.79285
211.04,3882.1,-28.282,0.035751,28.301,0.049938,2572.6,5.0272,2572.6,0.11196,4.5942,0.034867,33,-106.97,9.7794,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.085759,3979347,0,235.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035252,NaN,NaN,NaN,NaN,4.6873,-2.1399,540.41,330,0.5,0.79293
211.54,3868,-28.264,0.03653,28.284,0.11982,2570.3,5.0267,2570.3,0.11205,4.5371,0.11411,33,-106.97,9.7794,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.085688,3980642,0,236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035235,NaN,NaN,NaN,NaN,4.2753,-2.0051,541.38,330.08,0.5,0.793
212.04,3853.8,-28.246,0.036325,28.266,0.10353,2568,5.0262,2568,0.11214,4.5856,0.096951,33,-106.97,9.7795,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.085611,3981600,0,235.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035198,NaN,NaN,NaN,NaN,4.8263,-1.8703,542.34,330.17,0.5,0.79306
212.54,3839.7,-28.228,0.035775,28.246,0.039033,2565.7,5.0257,2565.7,0.11223,4.5934,0.015612,33,-106.97,9.7795,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.08553,3982402,0,235.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035189,NaN,NaN,NaN,NaN,4.6405,-1.7357,543.31,330.25,0.5,0.79312
213.04,3825.6,-28.21,0.035989,28.229,0.061714,2563.4,5.0252,2563.4,0.11232,4.6185,0.050134,33,-106.97,9.7796,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.085456,3983480,0,235.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003517,NaN,NaN,NaN,NaN,4.7475,-1.6011,544.27,330.33,0.5,0.79318
213.54,3811.5,-28.192,0.036546,28.212,0.1288,2561.1,5.0247,2561.1,0.11241,4.5567,0.12351,33,-106.97,9.7796,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.085385,3984716,0,236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035155,NaN,NaN,NaN,NaN,4.2734,-1.4666,545.24,330.41,0.5,0.79323
214.04,3797.4,-28.174,0.036633,28.195,0.14815,2558.8,5.0241,2558.9,0.1125,4.6285,0.14355,33,-106.97,9.7797,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.085312,3985808,0,236.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035116,NaN,NaN,NaN,NaN,4.9789,-1.3322,546.2,330.49,0.5,0.79329
214.54,3783.3,-28.156,0.035209,28.174,0.040589,2556.5,5.0236,2556.5,0.11259,4.6184,0.020194,33,-106.97,9.7797,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.085226,3986289,0,235.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035114,NaN,NaN,NaN,NaN,4.5804,-1.1978,547.17,330.57,0.5,0.79335
215.04,3769.3,-28.137,0.038554,28.165,0.25918,2554.3,5.0231,2554.3,0.11268,4.4902,0.2563,33,-106.97,9.7797,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.08518,3988614,0,236.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003509,NaN,NaN,NaN,NaN,3.8932,-1.0636,548.13,330.65,0.5,0.7934
215.54,3755.2,-28.12,0.034179,28.137,0.034368,2552,5.0226,2552,0.11276,4.4884,0.0035968,33,-106.97,9.7798,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.085073,3988050,0,235.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035032,NaN,NaN,NaN,NaN,4.4898,-0.92946,549.09,330.74,0.5,0.79346
216.04,3741.1,-28.102,0.035484,28.122,0.14293,2549.8,5.0221,2549.8,0.11285,4.4192,0.13845,33,-106.97,9.7798,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.085008,3989480,0,235.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035011,NaN,NaN,NaN,NaN,4.1016,-0.7954,550.06,330.82,0.5,0.79351
216.54,3727.1,-28.083,0.037382,28.11,0.24723,2547.6,5.0215,2547.6,0.11293,4.297,0.24439,33,-106.97,9.7799,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.084951,3991251,0,236.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034971,NaN,NaN,NaN,NaN,3.7295,-0.66142,551.02,330.9,0.5,0.79357
217.04,3713.1,-28.066,0.033606,28.083,0.04154,2545.5,5.021,2545.5,0.11302,4.2848,0.024418,33,-106.97,9.7799,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.084849,3990855,0,235.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034916,NaN,NaN,NaN,NaN,4.237,-0.52753,551.98,330.98,0.5,0.79363
